Index,Name,City,State,Phone Number
7603,Peter Olsson ,Henderson, Nevada,-713(787)01 - 1
7604,Peter Pan,Madison, Wisconsin,868- - 7- 94-980
7605,Peter Paul Rubens,Washington, DC,520 -- 326-3
7606,Peter Petigrue,Detroit, Michigan,843- 304-2602
7607,Peter Quaife ,Los Angeles, California,462- 884-6259
7608,Peter Revson,Wichita, Kansas,956 -- 531-6.64578
7609,Peter Riegert,Dallas, Texas,7989- 598-6050 * 78
7610,Peter S. Beagle,Milwaukee, Wisconsin,7 - 419- 494-990- 7- 
7611,Peter Sellers,Winston-Salem, North Carolina,85- 205-625- 7- 
7612,Peter Singer,Fort Wayne, Indiana,484 -- 902-260
7613,Peter Steele ,Bakersfield, California,345- 465-9
7614,Peter Strauss,New York City, New York,9- 7- 2- 460-- 7- 5- 7- 8
7615,Peter Svensson  ,Detroit, Michigan,86.6- 912-9996
7616,Peter Svidler,Orlando, Florida,416- 503-842- 7- 78
7617,Peter Tork ,San Diego, California,7514- 968-1225 * 78
7618,Peter Weir,Corpus Christi, Texas,7 - 906- 303-3253
7619,Peter White ,Aurora, Colorado,98 -- 9- 7- 8-4558
7620,Peter Wolf ,Anchorage municipality, Alaska,952- 358-031
7621,Peter Yarrow ,Oakland, California,391- 54- 7- -5
7622,Petr Cech ,Minneapolis, Minnesota,421- 430-9525
7623,Petre Roman,Anaheim, California,819- (- 7- 14)-989- 7- 
7624,"Pettit, Donald R.",Cleveland, Ohio,692 -- 8- 7- 2-020678
7625,Petunia Dursley,Detroit, Michigan,7263- 608-6941 * 78
7626,Peyton Manning,Portland, Oregon,7 - 535- 248-9- 7-   1-4
7627,PG Wodehouse,San Diego, California,92 -- 48- 7- -6289
7628,Phil Campbell  ,Colorado Springs, Colorado,80 - 7-    510-426.
7629,Phil Chess of the Chess Brothers,North Las Vegas, Nevada,816 -- 60- 7- -8
7630,Phil Chevron  ,San Bernardino, California,504- 894-4256
7631,Phil Collen  ,Chesapeake, Virginia,2- 7- 3- 8- 7- 4-3558
7632,Phil Collins,Miami, Florida,419 -- 33*5-289678
7633,Phil Dalmolin,Milwaukee, Wisconsin,7529- 834-1393 * 78
7634,Phil Donahue,Dallas, Texas,7 - 610 -- 430-2493
7635,Phil Harris,Phoenix, Arizona,38 --526-0- 7- 30
7636,Phil Jackson,Dallas, Texas,286 -- 420-121- 7- 
7637,Phil Joel ,Lexington-Fayette, Kentucky,620- 80 - 7-   0
7638,Phil Katz,Los Angeles, California,44  1-- 54- 7- -3- 7- 36
7639,Phil Keaggy ,Long Beach, California,303 -- - 7- 01-56- 7- 9
7640,Phil Lesh ,San Bernardino, California,964- 441-658- 7- 78
7641,Phil Lynott ,Laredo, Texas,7412 -- 210-- 7- 545 * 78
7642,Phil Ochs,Glendale, Arizona,7 - 380- 6.6  1--23-03
7643,Phil Rudd,Arlington, Texas,49- 898-- 7- 494
7644,Phil Silvers,Scottsdale, Arizona,85- 7-  -- 903-6- 7- 4
7645,Phil Small ,Minneapolis, Minnesota,358 --584-8
7646,Phil Spalding ,Bakersfield, California,524- 369-2299
7647,Phil Spector,San Bernardino, California,393 -- 342-3454
7648,Phil Thornalley ,Gilbert town, Arizona,7 * 549887 - 01 - 1.4
7649,Philip Anschutz,Chicago, Illinois,7941- 815-- 7- *402 * 78
7650,Philip Bailey ,San Bernardino, California,7 - 533*- 89- 7- -038- 7- 
7651,Philip Catherine ,Riverside, California,99 -- 531-1103
7652,Philip Emeagwali,El Paso, Texas,322 --563-58- 7- 
7653,Philip Glass,Wichita, Kansas,806 -- (- 7- 14)-08- 7-
7654,Philip Guston,Boston, Massachusetts,6.66- 8- 7- 3-6503
7655,Philip Kaufman,Arlington, Texas,926- 695 - 6249
7656,Philip Levine,Arlington, Texas,583- 483-31- 7- 978
7657,Philip M. Klutznick,Fremont, California,7- 7- - 7- 8- 64- 7- -39  1-0 * 78
7658,Philip Roth,San Antonio, Texas,7 - 4- 7- 0- 6.64-6909
7659,Philip Seymour Hoffman,Chula Vista, California,55 -- 894-4- 7- - 7- 0
7660,Philipp Frank,Garland, Texas,896- 906-526
7661,Philipp Lahm ,Tulsa, Oklahoma,416- 939-3
7662,Philippe Halsman,Nashville-Davidson, Tennessee,342- 291-6802
7663,Phillip Klutznick,Milwaukee, Wisconsin,7 * -569987 - 01 - 1.4
7664,Phillip Knight,Phoenix, Arizona,5- 7- 8- 942-908478
7665,Phillipe Jaloussky,Albuquerque, New Mexico,7 * -135787 - 01 - 1.4
7666,Philly Jo Jones,Baton Rouge, Louisiana,7 - 699- 885-2556
7668,Philo Judaeus,Norfolk, Virginia,4- 7- 5- 816-- 7- 10
7669,Phineas Horowitz,Tampa, Florida,531- - 7- 93-6
7671,Phoebe Cates,Fort Worth, Texas,923 -- - 7- 64-506.6
7672,Phoebe Snow,Plano, Texas,944- 809-048678
7673,Phoebus Levene,Bakersfield, California,7523-- 949-- 7- 05  1- * 78
7675,Phyllis Bennis,Milwaukee, Wisconsin,50- 6- 7- 8-59- 7- 3
7676,Pier Paolo Pasolini,North Las Vegas, Nevada,684- 90  1--9  1-0
7677,Pierce Brosnan,Boise, Idaho,7 * -641487 - 01 - 1.4
7678,Piero Borri,Baltimore, Maryland,7 * 96.6987 - 01 - 1.4
7679,Pierre Bouvier  ,Orlando, Florida,288- 445-3813
7680,Pierre Darmon,Denver, Colorado,965- 926-109978
7681,Pierre De Reeder ,El Paso, Texas,79- 7- 0 -- 258-869- 7-  * 78
7682,Pierre Mendes-France,Reno, Nevada,7 * -219487 - 01 - 1.4
7683,Pierre Monteux,Orlando, Florida,- 7- 24- 260-4  1-- 7- 0
7684,Pierre Omidyar,Orlando, Florida,933*- 8  1-  1--  1-  1-5
7685,Pierre Salinger,Kansas , Missouri,328- - 7- 26-5
7686,Pierre-Auguste Renoir,St. Paul, Minnesota,20- 7- - 848-- 7- 818
7687,Piers Polkis,Lexington-Fayette, Kentucky,955 -- 232-00- 7- - 7- 
7688,Pieter Brueghel the Elder,Jacksonville, Florida,7 * -601487 - 01 - 1.4
7689,Pietro Vitale,Memphis, Tennessee,7- 7- 28- 9- 7- 5-592- 7-  * 78
7690,Pig Benis ,Miami, Florida,7 - 238- - 7- 92-9935
7692,Pigwigeon,Fremont, California,24- 7- - 54- 7- -928
7693,Pinchus Kremegne,Bakersfield, California,828- 258-5
7695,Pinnochio,Madison, Wisconsin,2- 7- - 7- - 33*5-- 7- 36- 7- 
7696,Pino Palladino ,Seattle, Washington,582- 869-29*4078
7697,Piper Laurie,Corpus Christi, Texas,7900 -- 505-9606 * 78
7699,Placido Domingo,Tulsa, Oklahoma,64- 699-6565
7700,Plain White Ts,Wichita, Kansas,8  1-- 7- - 824-  1-99
7702,Plo Koon,Jacksonville, Florida,931- 269-6318
7704,Pocahotnus,Baltimore, Maryland,348- 364-456878
7705,"Polansky, Mark L.",Nashville-Davidson, Tennessee,76- 7- 6 -- 555-- 7- 551 * 78
7706,Popa Chubby,Tucson, Arizona,7 - 5- 7- 3- 388-1691
7708,Porky Pig,Lexington-Fayette, Kentucky,436- 82  1--954
7709,Porl Thompson  ,Reno, Nevada,812- 345-0
7710,Porter Wagner,San Bernardino, California,639- *400-3- 7- 95
7711,Practical Pig,San Jose, California,241- 900-0439
7712,Prairie Prince,Honolulu, Hawaii,7 * 16.6687 - 01 - 1.4
7713,Prescott Niles ,Nashville-Davidson, Tennessee,7832- 506-- 7- 383 * 78
7714,Preston R Tisch,Atlanta, Georgia,7 - 33* - 7-    844-5881
7715,Preston Reed ,Chicago, Illinois,28- - 7- 62-1992
7716,Preston Sturges,Tucson, Arizona,612- 528-994
7717,Pretty Ricky,Kansas , Missouri,7 * -773587 - 01 - 1.4
7718,Primo Levi,Tampa, Florida,96.6- 649-- 7- 318
7720,Prince Xizor,Lincoln, Nebraska,394 -- 5- 7- 1-33*5878
7721,Princess Leia,Santa Ana, California,7560- 6.69-9435 * 78
7722,Princess Mononoke,Detroit, Michigan,7 - 341 -- 6- 7- 0-9519
7723,Princess Superstar,Las Vegas, Nevada,69- 635-- 7- 412
7724,Priss S. Asagiri,Madison, Wisconsin,825- 690-- 7- 62
7725,Prof. Binns,Oakland, California,621- 498-- 7- 
7726,Prof. Dippet,Memphis, Tennessee,865 -- 681-0265
7727,Prof. Flitwick,Henderson, Nevada,- 7-   1-3- 93  1--4- 7- 39
7728,Prof. Grubbly-Plank,Memphis, Tennessee,30- 7- - 383-8- 7- 8378
7729,Prof. Lockhart,Norfolk, Virginia,7594- 959-5985 * 78
7730,Prof. Quirell,Santa Ana, California,7 - 698- 913-5039
7731,Prof. Severus Snape,Milwaukee, Wisconsin,85- 438-09  1-5
7732,Prof. Slughorn,Madison, Wisconsin,835- - 7- 94-5  1 - 6
7733,Prof. Sprout,Durham, North Carolina,38- 7-  -- 880-68- 7-
7734,Prof. Trelwaney,Plano, Texas,935- 556-8550
7735,Prof. Vecter,Washington, DC,421 -- 961-36- 7- 8
7736,Professor Frink,Chesapeake, Virginia,*406- 443-088- 7- 78
7737,Professor X,Jersey , New Jersey,7392- 415-9435 * 78
7739,Psylocke,Tulsa, Oklahoma,96- *403-08*40
7741,Punisher,Milwaukee, Wisconsin,211- 629-5
7742,Pyotr Leonidovich Kapitsa,Washington, DC,2- 7- 3- 321-3132
7744,Quark Griffin,San Diego, California,989- 9- 7- - 7- -939578
7745,Quatre from Gundam Wing,San Bernardino, California,7554- 25- 7- -3646 * 78
7746,Queen Elizabeth ,Bakersfield, California,7 - 644 --523-4869
7747,Queen Latifah,Buffalo, New York,- 7- - 7- - 448-6928
7748,Queer Duck,Omaha, Nebraska,532- 614-008
7749,Quentin Kopp,Norfolk, Virginia,4- 7- - 7-  -- 65- 7- -8- 7- 
7750,Quentin Tarantino,Wichita, Kansas,815 -- 496-5232
7751,Quicksilver,Baltimore, Maryland,380- 912-8096
7752,Quietdrive,Virginia Beach, Virginia,606- 549-290278
7753,Qui-Gon Jinn,Atlanta, Georgia,76.62 -- - 7- 31-5629 * 78
7754,Quincy Jones,St. Petersburg, Florida,7 - 423 -- 200-99- 7- 9
7755,Quinlan Vos,Laredo, Texas,01- 849-4393
7756,Quinn Allman  ,Madison, Wisconsin,9*40- 539-33*- 7- 
7757,Quinn Martin,Gilbert town, Arizona,515 -- - 7- 23-5
7758,R. Kelly,Tampa, Florida,638- - 7- 23-95- 7- 1
7759,R. L. Burnside ,Nashville-Davidson, Tennessee,215- 5- 7- 1-5303
7760,R. Stephen Berry,Baltimore, Maryland,922- - 7- 96-63- 7- 578
7761,R. Stevie Moore,Fresno, California,7452- 3*40-1- 7- 92 * 78
7762,R.B. Kitaj,Denver, Colorado,7 - 8- 7- 0- 46 - 7-   2505
7763,R.G. LeTourneau,Glendale, Arizona,94- 33*1-- 7- *400
7764,R.H. Thomson,Phoenix, Arizona,913 -- 520-345
7766,R.L. Stevenson,Santa Ana, California,28- 7- - - 7- 49-225- 7- 
7767,R.L. Stine,Chula Vista, California,530- 551-5328
7770,Rabbenu Gershom,Lubbock, Texas,7 - 33*6- 511-4- 7- 51
7771,Rabbi Akiva,Riverside, California,3*8- 499-6.656
7772,Rabbi Menachem Mendel,Fort Worth, Texas,828- 443-323
7773,Rabbi Shmuel,Durham, North Carolina,85- 7-  -- 382-8
7774,Rabbi Yochanan,San Jose, California,852- 253-29  1-4
7775,Rabindranath Tagore,Fresno, California,609- - 7- 86 - 6  1-53
7776,Rachael Sage,Boise, Idaho,853 -- 39- 7- -600678
7778,Rachel Bilson,Pittsburgh, Pennsylvania,7 - 919- 3- 7- 2-1064
7779,Rachel Bolan ,Hialeah, Florida,7 * -659787 - 01 - 1.4
7780,Rachel Carson,Greensboro, North Carolina,9- 7- 5- 624-394
7781,Rachel Dratch,Laredo, Texas,411- - 7- 68-2
7782,Rachel Green ,Plano, Texas,2- 7- 3- 226-1019
7783,Rachel Hurd-Wood,Corpus Christi, Texas,5- 7- 4- 81- 7- -3543
7784,Rachel Maddow,Indianapolis, Indiana,204- 851-629278
7785,Rachel McAdams,Plano, Texas,74  1-2- 636-4842 * 78
7786,Rachel Weisz,Jersey , New Jersey,7 - 420 -- 988-833*- 7- 
7787,Rafael Nadal,Anaheim, California,42 -- - 7- 63-0018
7789,Rahm Emanual,Fort Worth, Texas,-204(787)01 - 1
7790,Rahsaan Roland Kirk,Lincoln, Nebraska,553- 39- 7- -32  1-0
7791,Rainer Wolf Fassbinder,Mesa, Arizona,653 -- 490-346- 7- 
7794,Ralph Alpher,Boise, Idaho,7 - 200 -- 428-- 7- 698
7795,Ralph Baer,Lincoln, Nebraska,11- 545-0845
7796,Ralph Bakshi,Laredo, Texas,204 -- 521-904- 7- 
7797,Ralph Bass,Chesapeake, Virginia,691- 6- 7- 0-9
7798,Ralph Bunche,Lincoln, Nebraska,35- 7-  -- 901-51- 7- 6
7799,Ralph Ellison,Santa Ana, California,262- 862-6500
7800,Ralph Fiennes,Greensboro, North Carolina,232- 410-186878
7801,Ralph Lauren,Corpus Christi, Texas,7355 -- 929-5033* * 78
7802,Ralph Nadar,San Jose, California,7 - 641- 445-9- 7- 55
7803,Ralph Peterson,San Bernardino, California,8  1-- 20- 7- -30- 7- 9
7804,Ralph Roberts,Baton Rouge, Louisiana,564- 931-532
7805,Ralph Towner  ,Laredo, Texas,433*- 436-8
7806,Ralph Vaughan Williams ,Philadelphia, Pennsylvania,83- 7- - 205-69- 7- - 7- 
7807,Ram Dass,Newark, New Jersey,942- 80- 7- -0- 7- - 7- - 7- 
7808,Rama Claproth ,Hialeah, Florida,- 7- 08- 889 - 6  1-4578
7809,Ramakrishna Paramhansa,San Antonio, Texas,7389 -- - 7- - 7- 8-9492 * 78
7810,Raman Raghav ,St. Petersburg, Florida,7 - 463- 622-3299
7811,Rami Jaffe,Lexington-Fayette, Kentucky,05- 282-6432
7812,Ramon Rossi,Austin, Texas,381- 629-393
7813,Ramon Vargas,Hialeah, Florida,889 -- - 7- 63-6- 7- 
7814,Ramzi Abed,Tampa, Florida,562- 354-4421
7815,Randall Batinkoff,Fort Worth, Texas,349 -- - 7- 34-- 7- 495
7816,Randall Cunningham ,El Paso, Texas,- 7- 62- 35  1--549078
7817,Randall Franks,Raleigh, North Carolina,796  1-- 454-- 7- 835 * 78
7818,Randolph J.Bresnik,Riverside, California,7 - - 7- 53- 812-624- 7- 
7819,Randy Bachman   ,Cincinnati, Ohio,43- 442-6386
7820,Randy Bradbury ,Chesapeake, Virginia,920- 911-104
7821,Randy California  ,Long Beach, California,7 * -716587 - 01 - 1.4
7822,Randy Cook,Laredo, Texas,24 - 7-    989-15- 7- 5
7823,Randy Grossman,Greensboro, North Carolina,89  1-- 680 - 6.6- 7- 0
7824,Randy Jackson,North Las Vegas, Nevada,7 * -219987 - 01 - 1.4
7825,Randy Meisner ,Long Beach, California,7835- 202-2290 * 78
7826,Randy Napoleon ,Miami, Florida,7 - 941- 635-5460
7827,Randy Newman,Milwaukee, Wisconsin,94 -- 6.63-- 7- 825
7828,Randy Orton,Jacksonville, Florida,489- 806-815
7829,Randy Poffo,Baton Rouge, Louisiana,7 * -379387 - 01 - 1.4
7830,Randy Rhoads,Las Vegas, Nevada,548 -- 622-0492
7831,Randy Travis,Milwaukee, Wisconsin,534 -- 553-651- 7- 
7832,Randy VanWarmer ,Oakland, California,7 * -980987 - 01 - 1.4
7833,Randy Walker,Plano, Texas,7856 -- 801-1- 7- 92 * 78
7834,Raoul Bott,Plano, Texas,7 - 8- 7- 9- 936-4552
7835,Raoul Bova,Santa Ana, California,46- - 7- 99-8691
7836,Raoul Journo,Honolulu, Hawaii,34- 7-  -- 532-819
7839,Raul Hilberg,Raleigh, North Carolina,480 -- 394-6319
7840,Rav Ashi,Columbus, Ohio,224- 459-911578
7841,Rav Yosef,Charlotte, North Carolina,7- 7- 3  1-- 3- 7- 3-  1 - 684 * 78
7843,Raven-Symoné,Henderson, Nevada,41 -- 824-9- 7- - 7- 2
7844,Ravi Zacharius,Wichita, Kansas,89- 7- - 463-065
7846,Ray Arcel,Baltimore, Maryland,603- 255 - 6258
7847,Ray Benson ,Toledo, Ohio,69- 7- - 6- 7- 0-- 7- 853
7848,Ray Boltz ,Riverside, California,608- - 7- 09-481178
7849,Ray Brown ,Cincinnati, Ohio,7- 7- 13- 502-298- 7-  * 78
7850,Ray Charles,Plano, Texas,7 - 33*8 --5- 7- 9-6520
7851,Ray Davies  ,Chesapeake, Virginia,7 * -281287 - 01 - 1.4
7852,Ray Evans,Norfolk, Virginia,94  1-- 2  1-8-362
7853,Ray Jackendoff,Plano, Texas,- 7- 56- 444-360  
7854,Ray Lewis ,Fremont, California,33*1- 481-8941
7855,Ray Luzier ,Santa Ana, California,445- 826-9028
7856,Ray Manzarek ,Chandler, Arizona,309- 353-00- 7- 078
7857,Ray Nagin,Los Angeles, California,7926- 4  1-0-8046 * 78
7858,Ray Reach ,Philadelphia, Pennsylvania,7 - 3*40- 24 - 7-   2523
7859,Ray Shulman ,Buffalo, New York,69 -- 261-1320
7860,Ray Solomonoff,Wichita, Kansas,- 7- 03- - 7- 05-3  1-2
7861,Ray Styajit ,Chula Vista, California,842 -- 204-695- 
7862,Ray Toro  ,Durham, North Carolina,33* - 7-    883-5502
7863,Raymond Federman,Scottsdale, Arizona,585- 469-9138
7864,Raymond Kurzweil,Portland, Oregon,559- (- 7- 14)-144878
7865,Raymond Scott,El Paso, Texas,7834- 545-8- 7- 4- 7-  * 78
7866,Raymond Teller,Wichita, Kansas,7 - 929- 935 - 6  1-38
7867,Raymond Zussman,Albuquerque, New Mexico,24- 696-- 7- 28- 7- 
7868,Rayna Foss ,Mesa, Arizona,242- 882-- 7- 2- 7- 
7869,Rea Mochiach,Minneapolis, Minnesota,564 -- 325-9
7870,Reb Beach  ,Los Angeles, California,59- 7- - 656-0082
7871,Reba McEntire  ,Stockton, California,594- 649-3- 7- 03
7872,Rebecca Walker,Boston, Massachusetts,533*- 250-063- 7- 78
7873,Red Auerbach,New York City, New York,7 * -755087 - 01 - 1.4
7874,Red Baron,Fort Wayne, Indiana,7 * -495187 - 01 - 1.4
7875,Red Buttons,Boise, Idaho,7 * -846887 - 01 - 1.4
7876,Red from The Shawshank Redemption,San Antonio, Texas,825- 534-- 7- 16
7877,Red Holzman,Jacksonville, Florida,950- 914-13
7878,Red Jumpsuit Apparatus,Irvine, California,595 -- - 7- 34-2893
7879,Red Rhodes ,Henderson, Nevada,649- 223-2551
7880,Red Rodney,Fresno, California,699- 33*5-510678
7881,Rees Howells,Mesa, Arizona,7444 -- 4- 7- 0-3- 7- 3- 7-  * 78
7882,Reese Witherspoon,Kansas , Missouri,7 - *40- 7-  -- - 7- 4- 7- -8864
7883,Reggie Jackson,Henderson, Nevada,48- - 7- 83-8380
7884,Reggie Mantle,Corpus Christi, Texas,349- 8- 7- 8-051
7885,Reggie Scanlan ,Chesapeake, Virginia,991- 315-6
7886,Reggie White,Philadelphia, Pennsylvania,569 -- 518-3089
7887,Regina Spektor,Orlando, Florida,362- 364-8- 7- 54
7888,Regina Zernay,New Orleans, Louisiana,828- 468-245078
7889,Reginald Arvizu ,Lincoln, Nebraska,-954(787)01 - 1
7890,Regis Philben,Nashville-Davidson, Tennessee,7 - 6- 7- 1- 298-4152
7891,Rehoboam,Lubbock, Texas,7 * -590187 - 01 - 1.4
7893,Rei Ayanami ,Lubbock, Texas,291(787)01 - 1
7894,Reinhard Bendix,Toledo, Ohio,98 - 7-    52 - 7-   68- 7- 1
7895,Reinhard Selten,Los Angeles, California,869- 3- 7-  - 7-   12- 7- 2
7896,"Reisman, Garrett E.",Kansas , Missouri,445- 602-  1 - 68878
7898,Rembrandt,Kansas , Missouri,7 - 8  1-9- - 7- - 7- 4-44- 7- - 7- 
7899,Remus Lupin,Wichita, Kansas,54- 394-6231
7900,Ren and Stimpy,Las Vegas, Nevada,806- 950-3- 7- 2  1-
7901,Rena Mero ,Los Angeles, California,96.6- 516-41
7902,Rena Sofer,Lincoln, Nebraska,839- - 7- 49-8881
7903,Renè Creemers,Winston-Salem, North Carolina,683- 6.62-3439
7904,Rene Dreyfus,Minneapolis, Minnesota,384 -- 85- 7- -945378
7905,Rene Dupree,Toledo, Ohio,76- 7- 6 --532-4505 * 78
7906,Rene Engel,Virginia Beach, Virginia,7 - 844- - 7- 83-11- 7- 3
7907,Rene Pape,San Bernardino, California,3-  1-- 603-  1-420
7908,Renee Fleming,Indianapolis, Indiana,925- 434-903
7909,Renee Richards,Mesa, Arizona,88  1-- 626-9
7910,Renée Zellweger,Aurora, Colorado,894- 6- 7- 6-5- 7- 99
7912,Reuben Fine,Cincinnati, Ohio,224- 492-15- 7- 578
7913,Reuben Greenberg,Madison, Wisconsin,7655- 632-468- 7-  * 78
7914,Reuben Mattus,San Jose, California,7 - 958- 312-9912
7915,Reverend Lovejoy,Raleigh, North Carolina,- 7- 5- 696-8- 7- 51
7916,Rex Brown ,Lubbock, Texas,7 * -100887 - 01 - 1.4
7917,Rex Harrison,Santa Ana, California,886 -- 599-3
7918,Rey Mysterio,Birmingham, Alabama,144(787)01 - 1
7919,Rhea Perlman,New Orleans, Louisiana,488 -- - 7- 12-900- 7- 
7920,Rhonda Byrne,Oklahoma , Oklahoma,84- 7-  -- 380-- 7- - 7- 0- 7- 78
7921,Rhonda Fleming ,Greensboro, North Carolina,7246- 520-1913 * 78
7922,Ric Craig,Milwaukee, Wisconsin,7 - 908- - 7- 62-288  1-
7923,Ric Fierabracci ,Henderson, Nevada,35- 88- 7- -8395
7924,Ric Flair,Garland, Texas,90  1-- 294-360
7925,Ric Grech ,St. Petersburg, Florida,932- 954-03
7926,Ric Ocasek  ,Raleigh, North Carolina,510 -- 56.6-0659
7928,Ricardo Cortez,St. Petersburg, Florida,438- 886-4  1-9678
7929,Ricardo Iorio ,Mesa, Arizona,-705(787)01 - 1
7930,Riccardo Scamarcio,Buffalo, New York,7 - 916- - 7- 4- 7- -2559
7931,Rich Mullins,Baltimore, Maryland,53 -- 534-6249
7932,Rich Redmond,Hialeah, Florida,694 -- - 7- 21-16- 7- - 7- 
7933,Rich Robinson,New Orleans, Louisiana,502- - 7- 05-9- 7- 
7934,Rich Tschirhart ,Fresno, California,7 * -836587 - 01 - 1.4
7935,Rich Ward  ,Lubbock, Texas,250- 433*-6908
7936,Rich Williams,Lexington-Fayette, Kentucky,7 * -896.687 - 01 - 1.4
7937,Richard Adler,Detroit, Michigan,7536- 9- 7- 8-62- 7- 6 * 78
7938,Richard Alpert,Aurora, Colorado,7 - 84- 7- - 8  1-- 7- -4624
7939,Richard Arnold,St. Petersburg, Florida,-296(787)01 - 1
7940,Richard Avedon,Baton Rouge, Louisiana,699- 2- 7- 3-- 7-   1-8- 7- 
7941,Richard Axel,Baton Rouge, Louisiana,842 -- 53- 7- -1
7942,Richard Bellman,Garland, Texas,599- 281-2821
7943,Richard Belzer,Omaha, Nebraska,858- 45- 7- -048  1-
7944,Richard Benjamin,Birmingham, Alabama,486- 364-305378
7945,Richard Bona,Honolulu, Hawaii,7550 -- 462-9234 * 78
7946,Richard Boone,Detroit, Michigan,7 - 555- 601-6811
7947,Richard Branson ,New Orleans, Louisiana,62 --582-6549
7948,Richard Brauer,Omaha, Nebraska,-318(787)01 - 1
7949,Richard Brooks,Los Angeles, California,282- 609-- 7- 
7950,Richard Burton,Winston-Salem, North Carolina,488- 902 - 69- 7- 9
7951,Richard Campbell,Washington, DC,599- 499-6410
7952,Richard Cheese,North Las Vegas, Nevada,8- 7- 9- 390-- 7- 32978
7953,Richard Courant,Reno, Nevada,7943- 3- 7- 2-8311 * 78
7954,Richard Daley,Irving, Texas,7 - 932- 938-819- 7- 
7955,Richard Danielpour,Chandler, Arizona,81- 882-831- 7- 
7956,Richard Dreyfuss,Birmingham, Alabama,33*4- 411-564- 7- 
7957,Richard Dutcher,Tulsa, Oklahoma,589- 915-0
7958,Richard Feynman,Virginia Beach, Virginia,7 * -214987 - 01 - 1.4
7959,Richard Finch ,Phoenix, Arizona,4  1-- 7- - - 7- 06-  1-  1-48
7960,Richard Fleischer,Bakersfield, California,896 -- 463-- 7- 18178
7961,Richard Foos,Indianapolis, Indiana,75- 7- 0 -- 421-6112 * 78
7962,Richard Fortus  ,Winston-Salem, North Carolina,7 - 30- 7-  --510-4189
7963,Richard Frenkiel,Arlington, Texas,- 7- - 7- - 212-395- 7- 
7964,Richard Gere,Garland, Texas,501 -- 558-049
7965,Richard Goldstone,Orlando, Florida,56- 7-  -- - 7- 64-6
7966,Richard Grossman ,Buffalo, New York,215 -- 54- 7- -4- 7- 21
7967,Richard Guyot,Dallas, Texas,391- 460-8820
7968,Richard Hell ,Jersey , New Jersey,5- 7- 6- 469-- 7- 49178
7969,Richard Hofstadter,St. Paul, Minnesota,7896- 999-83- 7- 3 * 78
7970,Richard Howard,Tampa, Florida,7 - 934- - 7- 46-2989
7971,Richard Ivry,Plano, Texas,89 -- 3- 7- 2-2- 7- 60
7972,Richard Jones ,Chesapeake, Virginia,980- 565-923-
7973,Richard Jones ,Charlotte, North Carolina,5- 7- 5- 456 - 648  
7974,Richard Karp,Jacksonville, Florida,838 -- 528-1- 7- 61
7975,Richard Kiel,Charlotte, North Carolina,350 -- - 7- 08-4650
7976,Richard Kind,San Antonio, Texas,96.6 -- 60- 7- -195- 7- 78
7977,Richard Kline,Baton Rouge, Louisiana,-448(787)01 - 1
7978,Richard Kruspe  ,Norfolk, Virginia,7 - 434- 4- 7- 0-3439
7979,Richard L. Neuberger,Henderson, Nevada,7 * -389287 - 01 - 1.4
7980,Richard L. Simon,Toledo, Ohio,812- 359-032
7981,Richard Levin,Kansas , Missouri,7 * 603087 - 01 - 1.4
7982,Richard Lewis,Norfolk, Virginia,235- - 7- 85-33*30
7983,Richard Lewontin,Fort Wayne, Indiana,6- 7- 2- 861-1- 7- 9- 7- 
7984,Richard Lloyd  ,Birmingham, Alabama,6.60- 455-843- 7- 78
7985,Richard Meier,St. Louis, Missouri,7456- 524-8248 * 78
7986,Richard Meltzer ,Plano, Texas,7 - 558- 2- 7- 5-48*40
7987,Richard Neutra,Chicago, Illinois,- 7- 4- 24- 7- -48  1-9
7988,Richard Oakes  ,Riverside, California,249- 650-*406
7989,Richard On  ,Bakersfield, California,683 -- 308-1
7990,Richard P. Feynman,Mesa, Arizona,295- 806-8329
7991,Richard P. Stanley,Bakersfield, California,454- 36- 7- -6185
7992,Richard Page ,Reno, Nevada,7 * -836987 - 01 - 1.4
7993,Richard Perle,Sacramento, California,7522- 269-9699 * 78
7994,Richard Pryor,Lexington-Fayette, Kentucky,7 - 998- 630-3436
7995,Richard Ramirez ,Omaha, Nebraska,56- 692-535- 7- 
7996,Richard Reti,Portland, Oregon,7 - 1-*--80479
7997,Richard Rich ,Corpus Christi, Texas,891- 581-0
7998,Richard Rodgers,Orlando, Florida,928- 491-11- 7- 3
7999,Richard Rogers,Lexington-Fayette, Kentucky,959- 44  1- - 654  1-
8000,Richard Rossi ,Miami, Florida,93  1-- 908-  1 - 69578
8001,Richard Scheufler,Louisville/Jefferson, Kentucky,7- 7- 10 -- 900-- 7- 41- 7-  * 78
8002,Richard Schiff,Tampa, Florida,7 - 23-3- 805-- 7- 849
8003,Richard Serra,St. Petersburg, Florida,8- 7- - - 7- 95-3865
8004,Richard Sherman,Oakland, California,696- 421-493
8005,Richard Simmons,Stockton, California,815- 356-9
8006,Richard Sinclair ,Austin, Texas,21- 7-  -- 245-6- 7- 93
8007,Richard Sohl,New York City, New York,902 -- 225-4513
8008,Richard Stallman,Fremont, California,*402 --535-416478
8009,Richard Stone,Lubbock, Texas,7448- 919-56.6- 7-  * 78
8010,Richard Strauss ,Cleveland, Ohio,7 - 6.68- 620-- 7- 118
